query,rating,anki_id,document,ankihub_id
propofol,0.0,1477089715178,Metyrosine is a tyrosine analog that prevents conversion of tyrosine to L-DOPA,0a528b80-0490-468c-9538-a3512bb06fe7
propofol,0.0,1484862500798,Midazolam is a benzodiazepine that may be used as an IV anesthetic,442117d4-8a11-4fdd-89aa-458d0e735e7a
propofol,0.0,1575175639374,Opioids and other sedatives may cause respiratory acidosis,96e0c76e-fc5c-41b9-900e-6aa3cb397c49
propofol,0.0,1522554679290,Patients with opioid intoxication may experience bradycardia and hypotension,e7be070d-8f30-4724-8b11-2e751e264870
propofol,0.0,1554028683989,"Persistent status epilepticus refractory to multiple doses of IV benzodiazepines - next step? IV fosphenytoin, IV valproic acid, or IV levetiracetam",62f1a745-0253-4540-9a48-b8f06d51b2ff
propofol,0.0,1484778178394,Plasma levels of thiopental decrease rapidly due to redistribution to skeletal muscle and adipose tissue,8a2c3beb-add2-4c82-bb24-dd2c83f7f7ec
propofol,0.0,1557146213651,"Post-surgery ↓ pH, ↑ pCO2, ↓ pO2 with bradypnea and / or bradycardia = delayed emergence from anesthesia",75f5e1fc-eb79-42cc-9511-bb155b25d3e4
propofol,0.0,1484879763928,The inhaled anesthetic enflurane can induce seizures and cause nephrotoxicity as adverse effects,0ab628b3-1add-42b5-a5d3-0f3ef13cb8b3
propofol,0.0,1484879771973,The inhaled anesthetic methoxyflurane is associated with nephrotoxicity as an adverse effect,b905cc8e-d2be-4ff2-8311-00a95c7c5bac
propofol,0.0,1475203952057,"The primary disturbance in respiratory acidosis is hypoventilation, which results in increased CO2",da531a0b-151a-4c38-915f-9f5067d8cdb6
propofol,0.0,1484862527140,Thiopental causes decreased cerebral blood flow,0b953b84-2b01-4fd3-a266-316156199d18
propofol,0.0,1484862515254,Thiopental is a barbiturate that may be used as an IV anesthetic,5622e99a-6ee5-4e29-8e48-883e0e2c8c73
propofol,0.0,1484778174517,Thiopental is a barbiturate with a rapid onset and short duration of action due to high potency and high lipid solubility,0ec1b5c6-500c-460f-aedf-bb3bda6f8892
propofol,0.0,1557234152603,"What anesthetic is associated with transiently decreased circulating cortisol levels, especially in elderly and critically ill patients? Etomidate",9b4cb75e-7421-4f23-86be-a913931262d3
propofol,0.0,1484778142057,What drug class does thiopental belong to? Barbiturates,c364c5ba-b67e-445e-9574-613d7358e63d
propofol,0.0,1555754735858,What is the first-line therapy for aborting status epilepticus? IV / IM benzodiazepines,2f9d5727-673c-478e-96d7-e51913a94479
propofol,0.0,1505938281987,"What is the likely diagnosis in a disheveled patient that presents with confusion, flank pain, and hematuria? Laboratory studies show high anion gap metabolic acidosis and urine microscopy reveals calcium oxalate crystals Ethylene glycol poisoning",27a492fb-3e8f-4bff-bd9c-9531b8756443
propofol,0.0,1475178102547,What non-volatile acid may be elevated with ethylene glycol ingestion? Oxalic acid,3c18e7e3-d49c-4d9b-a114-a94feb70a888
propofol,0.0,1484862432889,Which IV anesthetic preserves cardiovascular stability? Etomidate,374a5691-9318-48fb-bedc-8952e3f4fef1
"B. Cysticfibrosis
CF is the most common lethal genetic disease in Caucasians of Northern European ancestry and has a prevalence of ∼1:3,300 births in the United States. CF is an autosomal-recessive disorder caused by mutations to the gene for the CF transmembrane conductance regulator (CFTR) protein that functions as a chloride channel on epithelium in the pancreas, lungs, testes, and sweat glands. Defective CFTR results in decreased secretion of chloride and increased uptake of sodium and water. In the pancreas, the depletion of water on the cell surface results in thickened mucus that clogs the pancreatic ducts, preventing pancreatic enzymes from reaching the intestine, thereby leading to pancreatic insufficiency. Treatment includes replacement of these enzymes and supplementation with fat-soluble vitamins. (Note: CF also causes chronic lung infections with progressive pulmonary disease and male infertility.)",1.0,1473628185048,Bronchiectasis is an obstructive lung disease that may be caused by cystic fibrosis,f1b27cc0-6e83-43f2-88c7-ee60dde3c4a4
"B. Cysticfibrosis
CF is the most common lethal genetic disease in Caucasians of Northern European ancestry and has a prevalence of ∼1:3,300 births in the United States. CF is an autosomal-recessive disorder caused by mutations to the gene for the CF transmembrane conductance regulator (CFTR) protein that functions as a chloride channel on epithelium in the pancreas, lungs, testes, and sweat glands. Defective CFTR results in decreased secretion of chloride and increased uptake of sodium and water. In the pancreas, the depletion of water on the cell surface results in thickened mucus that clogs the pancreatic ducts, preventing pancreatic enzymes from reaching the intestine, thereby leading to pancreatic insufficiency. Treatment includes replacement of these enzymes and supplementation with fat-soluble vitamins. (Note: CF also causes chronic lung infections with progressive pulmonary disease and male infertility.)",1.0,1482971466635,"Chronic pancreatitis may present with pancreatic insufficiency, which results in malabsorption with steatorrhea and fat-soluble vitamin deficiencies",f21b427a-ec06-4602-883f-f373cd9dc339
"B. Cysticfibrosis
CF is the most common lethal genetic disease in Caucasians of Northern European ancestry and has a prevalence of ∼1:3,300 births in the United States. CF is an autosomal-recessive disorder caused by mutations to the gene for the CF transmembrane conductance regulator (CFTR) protein that functions as a chloride channel on epithelium in the pancreas, lungs, testes, and sweat glands. Defective CFTR results in decreased secretion of chloride and increased uptake of sodium and water. In the pancreas, the depletion of water on the cell surface results in thickened mucus that clogs the pancreatic ducts, preventing pancreatic enzymes from reaching the intestine, thereby leading to pancreatic insufficiency. Treatment includes replacement of these enzymes and supplementation with fat-soluble vitamins. (Note: CF also causes chronic lung infections with progressive pulmonary disease and male infertility.)",1.0,1474670490438,Cystic fibrosis is due to a defect in the CFTR gene on chromosome 7,74829437-69df-45ed-87a0-aa74127fc9c3
"B. Cysticfibrosis
CF is the most common lethal genetic disease in Caucasians of Northern European ancestry and has a prevalence of ∼1:3,300 births in the United States. CF is an autosomal-recessive disorder caused by mutations to the gene for the CF transmembrane conductance regulator (CFTR) protein that functions as a chloride channel on epithelium in the pancreas, lungs, testes, and sweat glands. Defective CFTR results in decreased secretion of chloride and increased uptake of sodium and water. In the pancreas, the depletion of water on the cell surface results in thickened mucus that clogs the pancreatic ducts, preventing pancreatic enzymes from reaching the intestine, thereby leading to pancreatic insufficiency. Treatment includes replacement of these enzymes and supplementation with fat-soluble vitamins. (Note: CF also causes chronic lung infections with progressive pulmonary disease and male infertility.)",1.0,1539204059280,Cystic fibrosis is due to a(n) autosomal recessive CFTR defect; commonly seen in people of Northern European descent,85f19d50-8020-42bc-bafb-681e64db7e72
"B. Cysticfibrosis
CF is the most common lethal genetic disease in Caucasians of Northern European ancestry and has a prevalence of ∼1:3,300 births in the United States. CF is an autosomal-recessive disorder caused by mutations to the gene for the CF transmembrane conductance regulator (CFTR) protein that functions as a chloride channel on epithelium in the pancreas, lungs, testes, and sweat glands. Defective CFTR results in decreased secretion of chloride and increased uptake of sodium and water. In the pancreas, the depletion of water on the cell surface results in thickened mucus that clogs the pancreatic ducts, preventing pancreatic enzymes from reaching the intestine, thereby leading to pancreatic insufficiency. Treatment includes replacement of these enzymes and supplementation with fat-soluble vitamins. (Note: CF also causes chronic lung infections with progressive pulmonary disease and male infertility.)",1.0,1474670601646,Cystic fibrosis may cause biliary cirrhosis and/or liver disease,9d719e52-3f61-452d-8c2c-bf4dd236eb9b
"B. Cysticfibrosis
CF is the most common lethal genetic disease in Caucasians of Northern European ancestry and has a prevalence of ∼1:3,300 births in the United States. CF is an autosomal-recessive disorder caused by mutations to the gene for the CF transmembrane conductance regulator (CFTR) protein that functions as a chloride channel on epithelium in the pancreas, lungs, testes, and sweat glands. Defective CFTR results in decreased secretion of chloride and increased uptake of sodium and water. In the pancreas, the depletion of water on the cell surface results in thickened mucus that clogs the pancreatic ducts, preventing pancreatic enzymes from reaching the intestine, thereby leading to pancreatic insufficiency. Treatment includes replacement of these enzymes and supplementation with fat-soluble vitamins. (Note: CF also causes chronic lung infections with progressive pulmonary disease and male infertility.)",1.0,1474670615748,Cystic fibrosis may cause infertility in men due to congenital bilateral absence of the vas deferens,31c0d946-14cb-4f69-b89a-a03fe82833c5
"B. Cysticfibrosis
CF is the most common lethal genetic disease in Caucasians of Northern European ancestry and has a prevalence of ∼1:3,300 births in the United States. CF is an autosomal-recessive disorder caused by mutations to the gene for the CF transmembrane conductance regulator (CFTR) protein that functions as a chloride channel on epithelium in the pancreas, lungs, testes, and sweat glands. Defective CFTR results in decreased secretion of chloride and increased uptake of sodium and water. In the pancreas, the depletion of water on the cell surface results in thickened mucus that clogs the pancreatic ducts, preventing pancreatic enzymes from reaching the intestine, thereby leading to pancreatic insufficiency. Treatment includes replacement of these enzymes and supplementation with fat-soluble vitamins. (Note: CF also causes chronic lung infections with progressive pulmonary disease and male infertility.)",1.0,1474670598330,Cystic fibrosis may cause malabsorption with steatorrhea and consequent fat-soluble vitamin deficiencies,9e73262f-426e-4f6f-841a-501dbb81963f
"B. Cysticfibrosis
CF is the most common lethal genetic disease in Caucasians of Northern European ancestry and has a prevalence of ∼1:3,300 births in the United States. CF is an autosomal-recessive disorder caused by mutations to the gene for the CF transmembrane conductance regulator (CFTR) protein that functions as a chloride channel on epithelium in the pancreas, lungs, testes, and sweat glands. Defective CFTR results in decreased secretion of chloride and increased uptake of sodium and water. In the pancreas, the depletion of water on the cell surface results in thickened mucus that clogs the pancreatic ducts, preventing pancreatic enzymes from reaching the intestine, thereby leading to pancreatic insufficiency. Treatment includes replacement of these enzymes and supplementation with fat-soluble vitamins. (Note: CF also causes chronic lung infections with progressive pulmonary disease and male infertility.)",1.0,1474670595105,"Cystic fibrosis may cause pancreatic insufficiency, resulting in malabsorption",1b0071a5-9ae3-4c6c-8063-20ba6e83c7eb
"B. Cysticfibrosis
CF is the most common lethal genetic disease in Caucasians of Northern European ancestry and has a prevalence of ∼1:3,300 births in the United States. CF is an autosomal-recessive disorder caused by mutations to the gene for the CF transmembrane conductance regulator (CFTR) protein that functions as a chloride channel on epithelium in the pancreas, lungs, testes, and sweat glands. Defective CFTR results in decreased secretion of chloride and increased uptake of sodium and water. In the pancreas, the depletion of water on the cell surface results in thickened mucus that clogs the pancreatic ducts, preventing pancreatic enzymes from reaching the intestine, thereby leading to pancreatic insufficiency. Treatment includes replacement of these enzymes and supplementation with fat-soluble vitamins. (Note: CF also causes chronic lung infections with progressive pulmonary disease and male infertility.)",1.0,1474670620491,Cystic fibrosis may cause subfertility in women due to abnormally thick cervical mucus and amenorrhea,afac9b65-0953-4f1a-8eb2-68d10ea9e429
"B. Cysticfibrosis
CF is the most common lethal genetic disease in Caucasians of Northern European ancestry and has a prevalence of ∼1:3,300 births in the United States. CF is an autosomal-recessive disorder caused by mutations to the gene for the CF transmembrane conductance regulator (CFTR) protein that functions as a chloride channel on epithelium in the pancreas, lungs, testes, and sweat glands. Defective CFTR results in decreased secretion of chloride and increased uptake of sodium and water. In the pancreas, the depletion of water on the cell surface results in thickened mucus that clogs the pancreatic ducts, preventing pancreatic enzymes from reaching the intestine, thereby leading to pancreatic insufficiency. Treatment includes replacement of these enzymes and supplementation with fat-soluble vitamins. (Note: CF also causes chronic lung infections with progressive pulmonary disease and male infertility.)",1.0,1474670493718,Cystic fibrosis most commonly occurs due to a(n) in-frame deletion of Phe508,27bd0932-a92c-4927-b62b-13c3333ce5b5
"B. Cysticfibrosis
CF is the most common lethal genetic disease in Caucasians of Northern European ancestry and has a prevalence of ∼1:3,300 births in the United States. CF is an autosomal-recessive disorder caused by mutations to the gene for the CF transmembrane conductance regulator (CFTR) protein that functions as a chloride channel on epithelium in the pancreas, lungs, testes, and sweat glands. Defective CFTR results in decreased secretion of chloride and increased uptake of sodium and water. In the pancreas, the depletion of water on the cell surface results in thickened mucus that clogs the pancreatic ducts, preventing pancreatic enzymes from reaching the intestine, thereby leading to pancreatic insufficiency. Treatment includes replacement of these enzymes and supplementation with fat-soluble vitamins. (Note: CF also causes chronic lung infections with progressive pulmonary disease and male infertility.)",1.0,1476583120594,"Fat-soluble vitamin deficiencies may occur with syndromes that cause steatorrhea (e.g., cystic fibrosis and sprue)",05930314-4014-40e5-818b-6717695a0b02
"B. Cysticfibrosis
CF is the most common lethal genetic disease in Caucasians of Northern European ancestry and has a prevalence of ∼1:3,300 births in the United States. CF is an autosomal-recessive disorder caused by mutations to the gene for the CF transmembrane conductance regulator (CFTR) protein that functions as a chloride channel on epithelium in the pancreas, lungs, testes, and sweat glands. Defective CFTR results in decreased secretion of chloride and increased uptake of sodium and water. In the pancreas, the depletion of water on the cell surface results in thickened mucus that clogs the pancreatic ducts, preventing pancreatic enzymes from reaching the intestine, thereby leading to pancreatic insufficiency. Treatment includes replacement of these enzymes and supplementation with fat-soluble vitamins. (Note: CF also causes chronic lung infections with progressive pulmonary disease and male infertility.)",1.0,1474670521374,"In cystic fibrosis, increased intracellular Cl- results in compensatory increased Na+ reabsorption via epithelial Na+ channels",d48274e8-7040-4add-a434-19b218e7864a
"B. Cysticfibrosis
CF is the most common lethal genetic disease in Caucasians of Northern European ancestry and has a prevalence of ∼1:3,300 births in the United States. CF is an autosomal-recessive disorder caused by mutations to the gene for the CF transmembrane conductance regulator (CFTR) protein that functions as a chloride channel on epithelium in the pancreas, lungs, testes, and sweat glands. Defective CFTR results in decreased secretion of chloride and increased uptake of sodium and water. In the pancreas, the depletion of water on the cell surface results in thickened mucus that clogs the pancreatic ducts, preventing pancreatic enzymes from reaching the intestine, thereby leading to pancreatic insufficiency. Treatment includes replacement of these enzymes and supplementation with fat-soluble vitamins. (Note: CF also causes chronic lung infections with progressive pulmonary disease and male infertility.)",1.0,1474670506237,"In cystic fibrosis, there is decreased Cl- and H2O secretion in the lungs and GI tract",acf343ac-5b43-4867-becf-db24ea79b129
"B. Cysticfibrosis
CF is the most common lethal genetic disease in Caucasians of Northern European ancestry and has a prevalence of ∼1:3,300 births in the United States. CF is an autosomal-recessive disorder caused by mutations to the gene for the CF transmembrane conductance regulator (CFTR) protein that functions as a chloride channel on epithelium in the pancreas, lungs, testes, and sweat glands. Defective CFTR results in decreased secretion of chloride and increased uptake of sodium and water. In the pancreas, the depletion of water on the cell surface results in thickened mucus that clogs the pancreatic ducts, preventing pancreatic enzymes from reaching the intestine, thereby leading to pancreatic insufficiency. Treatment includes replacement of these enzymes and supplementation with fat-soluble vitamins. (Note: CF also causes chronic lung infections with progressive pulmonary disease and male infertility.)",1.0,1502409507103,"In the treatment of cystic fibrosis, Creon (pancrelipase) is a mix of pancreatic enzymes used to restore pancreatic function",6b211429-f6c5-498c-8497-51668e499d2c
"B. Cysticfibrosis
CF is the most common lethal genetic disease in Caucasians of Northern European ancestry and has a prevalence of ∼1:3,300 births in the United States. CF is an autosomal-recessive disorder caused by mutations to the gene for the CF transmembrane conductance regulator (CFTR) protein that functions as a chloride channel on epithelium in the pancreas, lungs, testes, and sweat glands. Defective CFTR results in decreased secretion of chloride and increased uptake of sodium and water. In the pancreas, the depletion of water on the cell surface results in thickened mucus that clogs the pancreatic ducts, preventing pancreatic enzymes from reaching the intestine, thereby leading to pancreatic insufficiency. Treatment includes replacement of these enzymes and supplementation with fat-soluble vitamins. (Note: CF also causes chronic lung infections with progressive pulmonary disease and male infertility.)",1.0,1474670560955,Increased Cl- concentration in sweat (> 60 mEq/L) is diagnostic of cystic fibrosis,bfc4b103-afb9-4791-9929-882d9e0299f0
"B. Cysticfibrosis
CF is the most common lethal genetic disease in Caucasians of Northern European ancestry and has a prevalence of ∼1:3,300 births in the United States. CF is an autosomal-recessive disorder caused by mutations to the gene for the CF transmembrane conductance regulator (CFTR) protein that functions as a chloride channel on epithelium in the pancreas, lungs, testes, and sweat glands. Defective CFTR results in decreased secretion of chloride and increased uptake of sodium and water. In the pancreas, the depletion of water on the cell surface results in thickened mucus that clogs the pancreatic ducts, preventing pancreatic enzymes from reaching the intestine, thereby leading to pancreatic insufficiency. Treatment includes replacement of these enzymes and supplementation with fat-soluble vitamins. (Note: CF also causes chronic lung infections with progressive pulmonary disease and male infertility.)",1.0,1474670530324,Increased Na+ reabsorption due to decreased Cl- secretion (cystic fibrosis) results in increased H2O reabsorption,af4de6cb-4b27-4944-be58-b8e4239ccd6e
"B. Cysticfibrosis
CF is the most common lethal genetic disease in Caucasians of Northern European ancestry and has a prevalence of ∼1:3,300 births in the United States. CF is an autosomal-recessive disorder caused by mutations to the gene for the CF transmembrane conductance regulator (CFTR) protein that functions as a chloride channel on epithelium in the pancreas, lungs, testes, and sweat glands. Defective CFTR results in decreased secretion of chloride and increased uptake of sodium and water. In the pancreas, the depletion of water on the cell surface results in thickened mucus that clogs the pancreatic ducts, preventing pancreatic enzymes from reaching the intestine, thereby leading to pancreatic insufficiency. Treatment includes replacement of these enzymes and supplementation with fat-soluble vitamins. (Note: CF also causes chronic lung infections with progressive pulmonary disease and male infertility.)",1.0,1474670618209,Is spermatogenesis possible in a patient with cystic fibrosis? Yes,a11dc3fe-13fd-4097-89c7-54810287c317
"B. Cysticfibrosis
CF is the most common lethal genetic disease in Caucasians of Northern European ancestry and has a prevalence of ∼1:3,300 births in the United States. CF is an autosomal-recessive disorder caused by mutations to the gene for the CF transmembrane conductance regulator (CFTR) protein that functions as a chloride channel on epithelium in the pancreas, lungs, testes, and sweat glands. Defective CFTR results in decreased secretion of chloride and increased uptake of sodium and water. In the pancreas, the depletion of water on the cell surface results in thickened mucus that clogs the pancreatic ducts, preventing pancreatic enzymes from reaching the intestine, thereby leading to pancreatic insufficiency. Treatment includes replacement of these enzymes and supplementation with fat-soluble vitamins. (Note: CF also causes chronic lung infections with progressive pulmonary disease and male infertility.)",1.0,1474670502201,The CFTR Cl- channel reabsorbs Cl- in the sweat glands,3f5b7e9e-a348-48dc-a2e3-f1e37d5139ac
"B. Cysticfibrosis
CF is the most common lethal genetic disease in Caucasians of Northern European ancestry and has a prevalence of ∼1:3,300 births in the United States. CF is an autosomal-recessive disorder caused by mutations to the gene for the CF transmembrane conductance regulator (CFTR) protein that functions as a chloride channel on epithelium in the pancreas, lungs, testes, and sweat glands. Defective CFTR results in decreased secretion of chloride and increased uptake of sodium and water. In the pancreas, the depletion of water on the cell surface results in thickened mucus that clogs the pancreatic ducts, preventing pancreatic enzymes from reaching the intestine, thereby leading to pancreatic insufficiency. Treatment includes replacement of these enzymes and supplementation with fat-soluble vitamins. (Note: CF also causes chronic lung infections with progressive pulmonary disease and male infertility.)",1.0,1474670500145,The CFTR Cl- channel secretes Cl- in the lungs and GI tract,c8c106f9-0817-451c-aff4-8c2351345a0a
"B. Cysticfibrosis
CF is the most common lethal genetic disease in Caucasians of Northern European ancestry and has a prevalence of ∼1:3,300 births in the United States. CF is an autosomal-recessive disorder caused by mutations to the gene for the CF transmembrane conductance regulator (CFTR) protein that functions as a chloride channel on epithelium in the pancreas, lungs, testes, and sweat glands. Defective CFTR results in decreased secretion of chloride and increased uptake of sodium and water. In the pancreas, the depletion of water on the cell surface results in thickened mucus that clogs the pancreatic ducts, preventing pancreatic enzymes from reaching the intestine, thereby leading to pancreatic insufficiency. Treatment includes replacement of these enzymes and supplementation with fat-soluble vitamins. (Note: CF also causes chronic lung infections with progressive pulmonary disease and male infertility.)",1.0,1474670504167,The most common CFTR gene mutation (cystic fibrosis) results in a misfolded protein that is retained in the RER,263f9b6a-ba3e-4769-9381-b35352549fa1
"B. Cysticfibrosis
CF is the most common lethal genetic disease in Caucasians of Northern European ancestry and has a prevalence of ∼1:3,300 births in the United States. CF is an autosomal-recessive disorder caused by mutations to the gene for the CF transmembrane conductance regulator (CFTR) protein that functions as a chloride channel on epithelium in the pancreas, lungs, testes, and sweat glands. Defective CFTR results in decreased secretion of chloride and increased uptake of sodium and water. In the pancreas, the depletion of water on the cell surface results in thickened mucus that clogs the pancreatic ducts, preventing pancreatic enzymes from reaching the intestine, thereby leading to pancreatic insufficiency. Treatment includes replacement of these enzymes and supplementation with fat-soluble vitamins. (Note: CF also causes chronic lung infections with progressive pulmonary disease and male infertility.)",1.0,1474670625781,Treatment of cystic fibrosis includes replacement of pancreatic enzymes,8cb3bbca-da7a-4ec7-831d-802bcc008841
"B. Cysticfibrosis
CF is the most common lethal genetic disease in Caucasians of Northern European ancestry and has a prevalence of ∼1:3,300 births in the United States. CF is an autosomal-recessive disorder caused by mutations to the gene for the CF transmembrane conductance regulator (CFTR) protein that functions as a chloride channel on epithelium in the pancreas, lungs, testes, and sweat glands. Defective CFTR results in decreased secretion of chloride and increased uptake of sodium and water. In the pancreas, the depletion of water on the cell surface results in thickened mucus that clogs the pancreatic ducts, preventing pancreatic enzymes from reaching the intestine, thereby leading to pancreatic insufficiency. Treatment includes replacement of these enzymes and supplementation with fat-soluble vitamins. (Note: CF also causes chronic lung infections with progressive pulmonary disease and male infertility.)",1.0,1473995754384,Vitamin K deficiency may occur due to fat malabsorption,21b0ff8f-46c4-4629-bce5-4796dcb0cbb1
"B. Cysticfibrosis
CF is the most common lethal genetic disease in Caucasians of Northern European ancestry and has a prevalence of ∼1:3,300 births in the United States. CF is an autosomal-recessive disorder caused by mutations to the gene for the CF transmembrane conductance regulator (CFTR) protein that functions as a chloride channel on epithelium in the pancreas, lungs, testes, and sweat glands. Defective CFTR results in decreased secretion of chloride and increased uptake of sodium and water. In the pancreas, the depletion of water on the cell surface results in thickened mucus that clogs the pancreatic ducts, preventing pancreatic enzymes from reaching the intestine, thereby leading to pancreatic insufficiency. Treatment includes replacement of these enzymes and supplementation with fat-soluble vitamins. (Note: CF also causes chronic lung infections with progressive pulmonary disease and male infertility.)",1.0,1539203998448,"What is the likely diagnosis in a child who presents with pancreatic insufficiency, failure to thrive, and recurrent respiratory infections? Cystic fibrosis",7e230fa1-213d-42a7-a63e-f717a92fe08f
"B. Cysticfibrosis
CF is the most common lethal genetic disease in Caucasians of Northern European ancestry and has a prevalence of ∼1:3,300 births in the United States. CF is an autosomal-recessive disorder caused by mutations to the gene for the CF transmembrane conductance regulator (CFTR) protein that functions as a chloride channel on epithelium in the pancreas, lungs, testes, and sweat glands. Defective CFTR results in decreased secretion of chloride and increased uptake of sodium and water. In the pancreas, the depletion of water on the cell surface results in thickened mucus that clogs the pancreatic ducts, preventing pancreatic enzymes from reaching the intestine, thereby leading to pancreatic insufficiency. Treatment includes replacement of these enzymes and supplementation with fat-soluble vitamins. (Note: CF also causes chronic lung infections with progressive pulmonary disease and male infertility.)",1.0,1474670081186,What is the mode of inheritance of cystic fibrosis? Autosomal recessive,3c857180-2083-4608-a326-dd09b2a688cd
"B. Cysticfibrosis
CF is the most common lethal genetic disease in Caucasians of Northern European ancestry and has a prevalence of ∼1:3,300 births in the United States. CF is an autosomal-recessive disorder caused by mutations to the gene for the CF transmembrane conductance regulator (CFTR) protein that functions as a chloride channel on epithelium in the pancreas, lungs, testes, and sweat glands. Defective CFTR results in decreased secretion of chloride and increased uptake of sodium and water. In the pancreas, the depletion of water on the cell surface results in thickened mucus that clogs the pancreatic ducts, preventing pancreatic enzymes from reaching the intestine, thereby leading to pancreatic insufficiency. Treatment includes replacement of these enzymes and supplementation with fat-soluble vitamins. (Note: CF also causes chronic lung infections with progressive pulmonary disease and male infertility.)",1.0,1537632802783,What is the most accurate (and first) diagnostic test for cystic fibrosis? Sweat chloride (induce via pilocarpine),3690ac6b-4e9a-49ef-bb2a-8288811232a4
"B. Cysticfibrosis
CF is the most common lethal genetic disease in Caucasians of Northern European ancestry and has a prevalence of ∼1:3,300 births in the United States. CF is an autosomal-recessive disorder caused by mutations to the gene for the CF transmembrane conductance regulator (CFTR) protein that functions as a chloride channel on epithelium in the pancreas, lungs, testes, and sweat glands. Defective CFTR results in decreased secretion of chloride and increased uptake of sodium and water. In the pancreas, the depletion of water on the cell surface results in thickened mucus that clogs the pancreatic ducts, preventing pancreatic enzymes from reaching the intestine, thereby leading to pancreatic insufficiency. Treatment includes replacement of these enzymes and supplementation with fat-soluble vitamins. (Note: CF also causes chronic lung infections with progressive pulmonary disease and male infertility.)",1.0,1482971438364,What is the most common cause of chronic pancreatitis in children? Cystic fibrosis,c65d6d34-2e7c-46a0-946b-6d9929b87e80
